Country	Aroma	Flavor	Aftertaste	Acidity	Body	Balance	Uniformity	Clean.Cup	Sweetness	Cupper.Points
Japan	7.75	7.75	7.75	7.42	8.08	7.83	10	10	10	8.08
Kenya	8.08	8	8	8.25	7.92	7.92	10	10	10	8.08
Kenya	8.08	8.08	8	8	7.83	8.08	10	10	10	8
Kenya	7.92	8.17	7.83	8.5	7.5	7.92	10	10	10	8.17
Kenya	7.92	7.92	7.83	8.08	7.83	7.92	10	10	10	8
Kenya	7.83	8.08	7.75	8.08	7.92	7.75	10	10	10	7.92
Kenya	8	7.92	7.92	8.08	7.83	7.75	10	10	10	7.83
Kenya	8.17	7.83	7.92	7.75	7.67	7.83	10	10	10	7.83
Kenya	7.75	7.83	7.75	8.08	8	7.75	10	10	10	7.83
Kenya	8	7.67	7.83	8.17	7.92	7.75	10	10	10	7.58
Kenya	7.92	7.83	7.58	7.92	7.75	7.83	10	10	10	7.92
Kenya	7.75	7.92	7.83	8	7.58	7.75	10	10	10	7.83
Kenya	7.92	7.75	7.83	7.75	7.58	7.92	10	10	10	7.83
Kenya	7.83	7.83	7.83	7.75	7.58	7.83	10	10	10	7.92
Kenya	7.75	7.75	7.75	8.08	7.75	7.75	10	10	10	7.75
Kenya	7.92	7.83	7.67	8	7.67	7.75	10	10	10	7.67
Kenya	7.33	7.58	7.83	7.75	7.75	7.92	10	10	10	8.17
Kenya	7.58	7.75	7.75	7.75	7.75	7.83	10	10	10	7.75
Kenya	7.67	7.83	7.5	7.75	7.92	7.67	10	10	10	7.67
Kenya	7.67	7.75	7.67	7.75	7.83	7.67	10	10	10	7.67
Kenya	7.75	7.58	7.5	7.58	7.75	7.75	10	10	10	7.83
Kenya	8.08	7.67	7.67	7.58	7.25	7.67	10	10	10	7.75
Kenya	7.83	7.75	7.67	7.75	7.83	8.5	9.33	9.33	9.33	7.83
Kenya	7.75	7.58	7.42	7.58	7.5	7.5	10	10	10	7.5
Kenya	7.17	7.58	7.5	7.5	8	7.75	10	10	10	5.42
Kenya	7	7.08	7	7.17	7.25	7.25	10	10	10	7.08
Laos	7.67	7.67	7.42	7.42	7.42	7.5	10	10	10	7.58
Laos	7.42	7.5	7.25	7.33	7.5	7.5	10	10	10	7.5
Laos	7.42	7.33	7.17	7.17	7.17	7.25	10	10	10	7.33
Malawi	7.75	7.58	7.42	7.5	7.33	7.5	10	10	10	7.67
Malawi	7.33	7.58	7.42	7.58	7.33	7.5	10	10	10	7.58
Malawi	7.58	7.42	7.33	7.42	7.58	7.5	10	10	10	7.42
Malawi	7.5	7.42	7.33	7.58	7.33	7.5	10	10	10	7.33
Malawi	7.58	7.42	7.33	7.33	7.33	7.42	10	10	10	7.42
Malawi	7.42	7.42	7.17	7.58	7.33	7.33	10	10	10	7.33
Malawi	7.67	7.42	6.92	7.5	7.5	7.17	10	10	10	7.33
Malawi	7.58	7.17	7.33	7.42	7.08	7.42	10	10	10	7.42
Malawi	7.75	7.33	7.08	7.33	7.33	7.25	10	10	10	7.25
Malawi	7.58	7.25	7.33	7.08	7.33	7.33	10	10	10	7.25
Malawi	7.5	7.25	7.17	7.17	7.25	7.17	10	10	10	7.17
Mauritius	7.25	7.25	7.17	7.17	7.25	7.17	10	10	10	7.25
Mexico	8.17	8.25	8.17	8	7.83	8.17	10	10	10	8.58
Mexico	7.83	8	7.83	7.75	7.67	7.83	10	10	10	8.08
Mexico	7.92	8.17	7.75	8.08	7.42	7.83	10	10	10	7.83
Mexico	7.75	8	7.75	7.83	7.5	7.92	10	10	10	8.17
Mexico	7.83	7.58	7.67	7.92	7.92	7.83	10	10	10	7.92
Mexico	8	7.92	7.42	8.08	7.5	7.67	10	10	10	7.92
Mexico	7.92	7.83	7.75	7.75	7.75	7.83	10	10	10	7.67
Mexico	7.75	7.92	7.75	7.67	7.83	7.67	10	10	10	7.83
Mexico	8	7.75	7.75	7.83	7.5	7.67	10	10	10	7.83
Mexico	7.83	7.92	7.67	7.83	7.5	7.75	10	10	10	7.75
Mexico	7.83	7.83	7.75	7.67	7.83	7.58	10	10	10	7.75
Mexico	7.83	7.92	7.67	7.75	7.5	7.75	10	10	10	7.83
Mexico	7.67	7.75	7.67	7.75	7.67	7.75	10	10	10	7.83
Mexico	7.83	7.83	7.58	7.92	7.42	7.5	10	10	10	7.83
Mexico	7.67	7.75	7.58	7.67	7.75	7.83	10	10	10	7.67
Mexico	7.5	7.67	7.58	7.83	7.75	7.75	10	10	10	7.83
Mexico	7.75	7.92	7.83	7.92	7.75	7.67	9.33	10	10	7.75
Mexico	7.67	8	7.67	7.42	7.67	7.5	10	10	10	7.92
Mexico	7.67	7.58	7.5	7.75	7.75	7.75	10	10	10	7.83
Mexico	7.83	7.58	7.58	7.5	7.75	7.67	10	10	10	7.83
Mexico	7.67	7.5	7.5	7.33	7.83	8.25	10	10	10	7.58
Mexico	7.75	7.75	7.58	7.58	7.5	7.67	10	10	10	7.75
Mexico	7.83	7.67	7.58	7.58	7.67	7.58	10	10	10	7.67
Mexico	7.83	7.58	7.25	7.5	7.5	7.42	10	10	10	8.42
Mexico	7.67	7.75	7.67	7.75	7.58	7.5	10	10	10	7.58
Mexico	7.75	7.67	7.67	7.75	7.33	7.5	10	10	10	7.83
Mexico	7.25	7.88	7.38	7.63	7.5	8.75	9	10	10	8
Mexico	7.75	7.75	7.5	7.67	7.5	7.58	10	10	10	7.58
Mexico	7.67	7.67	7.58	7.67	7.5	7.58	10	10	10	7.67
Mexico	7.67	7.83	7.42	7.83	7.33	7.5	10	10	10	7.67
Mexico	7.83	7.75	7.5	7.58	7.58	7.58	10	10	10	7.42
Mexico	7.58	7.75	7.5	7.5	7.58	7.58	10	10	10	7.75
Mexico	7.75	7.58	7.58	7.58	7.5	7.58	10	10	10	7.67
Mexico	7.75	7.75	7.42	7.92	7.33	7.5	10	10	10	7.58
Mexico	7.75	7.58	7.58	7.58	7.5	7.42	10	10	10	7.75
Mexico	7.75	7.67	7.58	7.5	7.42	7.58	10	10	10	7.67
Mexico	7.58	7.75	7.42	7.67	7.5	7.58	10	10	10	7.67
Mexico	7.75	7.5	7.42	7.75	7.58	7.58	10	10	10	7.58
Mexico	7.5	7.75	7.58	7.58	7.67	7.5	10	10	10	7.58
Mexico	7.75	7.67	7.42	7.75	7.5	7.5	10	10	10	7.5
Mexico	7.67	7.58	7.42	7.5	7.67	7.58	10	10	10	7.58
Mexico	7.67	7.83	7.5	7.58	7.58	7.67	9.33	10	10	7.83
Mexico	7.5	7.67	7.5	7.5	7.58	7.58	10	10	10	7.67
Mexico	7.83	7.67	7.25	7.58	7.5	7.5	10	10	10	7.58
Mexico	7.75	7.67	7.42	7.42	7.75	7.5	10	10	10	7.42
Mexico	7.58	7.58	7.33	7.25	7.58	7.75	10	10	10	7.83
Mexico	8	7.92	7.67	7.17	7.67	7.42	9.33	10	10	7.75
Mexico	7.58	7.67	7.5	7.58	7.5	7.5	10	10	10	7.5
Mexico	7.67	7.58	7.42	7.75	7.42	7.42	10	10	10	7.58
Mexico	7.58	7.58	7.5	7.42	7.67	7.58	10	10	10	7.5
Mexico	7.58	7.58	7.5	7.5	7.5	7.5	10	10	10	7.58
Mexico	7.58	7.58	7.33	7.75	7.25	7.58	10	10	10	7.67
Mexico	8.08	8.17	8	8	7.83	7.92	6.67	10	10	8.08
Mexico	7.5	7.67	7.42	7.75	7.42	7.17	10	10	10	7.75
Mexico	7.67	7.58	7.42	7.5	7.42	7.5	10	10	10	7.58
Mexico	7.58	7.58	7.42	7.58	7.42	7.5	10	10	10	7.58
Mexico	7.5	7.58	7.58	7.58	7.42	7.42	10	10	10	7.58
Mexico	7.75	7.58	7.25	7.75	7.67	7.58	10	10	10	7.08
Mexico	7.58	7.58	7.42	7.75	7.67	7.67	9.33	10	10	7.58
Mexico	7.5	7.58	7.5	7.5	7.42	7.5	10	10	10	7.58
Mexico	7.67	7.58	7.58	7.75	7.67	6.83	10	10	10	7.5
Mexico	7.42	7.58	7.5	7.67	7.25	7.5	10	10	10	7.58
Mexico	7.5	7.58	7.5	7.5	7.42	7.42	10	10	10	7.58
Mexico	7.67	7.5	7.33	7.67	7.5	7.33	10	10	10	7.5
Mexico	7.92	7.5	7.33	7.58	7.25	7.42	10	10	10	7.5
Mexico	7.42	7.5	7.42	7.58	7.42	7.5	10	10	10	7.58
Mexico	7.5	7.58	7.5	7.92	7.42	7.67	9.33	10	10	7.5
Mexico	7.5	7.42	7.42	7.67	7.42	7.58	10	10	10	7.42
Mexico	7.42	7.58	7.5	7.42	7.58	7.5	10	10	10	7.42
Mexico	7.42	7.58	7.33	7.58	7.5	7.5	10	10	10	7.5
Mexico	7.75	7.33	7.25	7.58	7.58	7.33	10	10	10	7.58
Mexico	7.5	7.58	7.33	7.5	7.5	7.5	10	10	10	7.5
Mexico	7.58	7.58	7.17	7.5	7.5	7.5	10	10	10	7.58
Mexico	7.58	7.33	7.33	7.58	7.5	7.5	10	10	10	7.58
Mexico	7.67	7.58	7.33	7.42	7.58	7.33	10	10	10	7.5
Mexico	7.83	7.5	7.42	7.67	7.17	7.33	10	10	10	7.5
Mexico	7.33	7.58	7.42	7.5	7.5	7.5	10	10	10	7.5
Mexico	7.67	7.5	7.42	7.5	7.42	7.42	10	10	10	7.42
Mexico	7.58	7.67	7.58	7.33	7	7.58	10	10	10	7.58
Mexico	7.67	7.58	7.5	7.58	7.5	7.5	10	10	10	7
Mexico	8	7.75	7.33	7.33	7.08	7.67	9.33	10	10	7.83
Mexico	7.58	7.58	7.42	7.42	7.42	7.42	10	10	10	7.42
Mexico	7.58	7.58	7.5	7.17	7.42	7.42	10	10	10	7.58
Mexico	7.5	7.58	7.42	7.67	7.33	7.42	10	10	10	7.33
Mexico	7.67	7.58	7.33	7.5	7.42	7.42	10	10	10	7.33
Mexico	7.33	7.58	7.42	7.67	7.33	7.5	10	10	10	7.42
Mexico	7.42	7.5	7.42	7.58	7.42	7.5	10	10	10	7.42
Mexico	7.42	7.33	7.17	7.42	7.33	8.17	10	10	10	7.33
Mexico	7.5	7.5	7.33	7.42	7.5	7.42	10	10	10	7.5
Mexico	7.5	7.67	7	7.5	7.33	7.5	10	10	10	7.67
Mexico	7.5	7.58	7.25	7.5	7.5	7.33	10	10	10	7.5
Mexico	7	7.67	7.5	7.5	7.42	7.5	10	10	10	7.58
Mexico	7.42	7.58	7.5	7.33	7.42	7.42	10	10	10	7.42
Mexico	7.5	7.42	7.42	7.5	7.25	7.5	10	10	10	7.5
Mexico	7.67	7.5	7.25	7.58	7.42	7.33	10	10	10	7.33
Mexico	7.58	7.42	7.25	7.75	7.33	7.42	10	10	10	7.33
Mexico	7.67	7.33	7.25	7.5	7.42	7.42	10	10	10	7.42
Mexico	7.58	7.5	7.25	7.58	7.5	7.25	10	10	10	7.25
Mexico	7.5	7.5	7.25	7.25	7.5	7.5	10	10	10	7.42
Mexico	7.5	7.42	7.25	7.5	7.33	7.33	10	10	10	7.58
Mexico	7.33	7.58	7.17	7.58	7.42	7.33	10	10	10	7.5
Mexico	7.67	7.42	7.33	7.83	7.5	7.5	9.33	10	10	7.33
Mexico	7.58	7.5	7.33	7.5	7.17	7.33	10	10	10	7.42
Mexico	7.42	7.42	7.25	7.5	7.33	7.42	10	10	10	7.5
Mexico	7.83	7.33	7.25	7.58	7.25	7.33	10	10	10	7.25
Mexico	7.33	7.33	7.25	7.5	7.5	7.5	10	10	10	7.42
Mexico	7.5	7.5	7.33	7.42	7.25	7.25	10	10	10	7.5
Mexico	7.42	7.5	7.17	7.67	7.33	7.42	10	10	10	7.25
Mexico	7.42	7.5	7.33	7.58	7.33	7.33	10	10	10	7.25
Mexico	7.33	7.42	7.33	7.67	7.42	7.25	10	10	10	7.33
Mexico	7.5	7.42	7.25	7.33	7.67	7.25	10	10	10	7.33
Mexico	7.42	7.42	7.67	8	7.58	7.5	9.33	9.33	10	7.42
Mexico	7.5	7.42	7.08	7.58	7.33	7.33	10	10	10	7.42
Mexico	7.25	7.67	7.58	7.67	7.67	7.58	8.67	10	10	7.58
Mexico	7.67	7.25	7.17	7.75	7.5	7.25	10	10	10	7.08
Mexico	7.5	7.42	7.33	7.42	7.42	7.42	10	10	10	7.17
Mexico	7.58	7.42	7.25	7.58	7.25	7.17	10	10	10	7.42
Mexico	7.75	7.58	7.25	7.17	7.58	7.33	9.33	10	10	7.67
Mexico	7.67	7.5	7.42	7.5	6.75	7.42	10	10	10	7.33
Mexico	7.33	7.5	7.25	7.5	7.5	7.17	10	10	10	7.33
Mexico	7.67	7.58	7.42	7.58	7.58	7.42	10	10	8.67	7.67
Mexico	7.33	7.33	7.17	7.42	7.5	7.5	10	10	10	7.25
Mexico	7.58	7.42	7.25	7.42	7.33	7.33	10	10	10	7.17
Mexico	7.42	7.25	7.17	7.42	7.17	8	10	10	10	7.08
Mexico	7.33	7.5	7.33	7.33	7.33	7.42	10	10	10	7.25
Mexico	7.42	7.42	7.33	7.17	7.25	7.42	10	10	10	7.5
Mexico	7.5	7.5	7.25	7.5	7.42	7.58	9.33	10	10	7.42
Mexico	7.58	7.33	7.08	7.33	7.5	7.33	10	10	10	7.25
Mexico	7.67	7.33	7.25	7.17	7.25	7.42	10	10	10	7.33
Mexico	7.42	7.33	7.25	7.17	7.25	7.42	10	10	10	7.58
Mexico	7.42	7.42	7.25	7.25	7.5	7.33	10	10	10	7.25
Mexico	7.67	7.42	7	7.42	7.58	7.08	10	10	10	7.17
Mexico	7.58	7.42	7.25	7.33	7.25	7.25	10	10	10	7.25
Mexico	7.33	7.25	7.17	7.42	7.58	7.33	10	10	10	7.25
Mexico	7.42	7.42	7.33	7.33	7.5	7.42	9.33	10	10	7.5
Mexico	7.75	7.58	7.08	7.25	7.08	7.25	10	10	10	7.17
Mexico	7.42	7.25	7.08	7.75	7.42	7.17	10	10	10	7.08
Mexico	7.25	7.42	7.33	7.33	7.17	7.33	10	10	10	7.25
Mexico	7.33	7.25	7.33	7.42	7.25	7.42	10	10	10	7.08
Mexico	7.33	7.33	7.25	7.42	7.25	7.25	10	10	10	7.25
Mexico	7.42	7.33	7.25	7.42	7.17	7.25	10	10	10	7.25
Mexico	7.08	7.33	7.33	7.33	7.42	7.25	10	10	10	7.25
Mexico	7.58	7.67	7.5	7.67	7.58	7.5	8	10	10	7.5
Mexico	7.5	7.33	7.17	7.42	7.5	7.33	9.33	10	10	7.33
Mexico	7.58	7.33	7.08	7.5	7.17	7.25	10	10	10	7
Mexico	7.17	7.08	7.25	7.42	7.25	7.33	10	10	10	7.33
Mexico	7.33	7.25	7.33	7.33	7.25	7.17	10	10	10	7.17
Mexico	7.5	7.17	7.33	7.25	7.17	7.17	10	10	10	7.25
Mexico	7.58	7.33	7.42	7.25	7.5	7.5	9.33	9.33	10	7.5
Mexico	7.25	7.17	7.17	7.25	7.17	7.42	10	10	10	7.25
Mexico	7.25	7.25	7.08	7.33	7.25	7.17	10	10	10	7.17
Mexico	6.92	7.17	7.08	7.5	7.33	7.17	10	10	10	7.25
Mexico	7.42	7.08	7.08	7.33	7.25	7.17	10	10	10	7.08
Mexico	7.25	7.08	7.08	7.33	7.33	7.17	10	10	10	7.08
Mexico	7.25	7.17	7	7.33	7.33	7	10	10	10	7.17
Mexico	7.58	7.33	7.17	7.25	6.75	7	10	10	10	7.17
Mexico	7.33	7.08	6.92	7.42	7.25	7.08	10	10	10	7.08
Mexico	7.58	7.42	7.33	7.5	7.08	7.17	8.67	10	10	7.42
Mexico	7.33	7.33	7.17	7.08	7.25	7	10	10	10	7
Mexico	7.33	7.17	7.25	7.08	7.08	7.08	10	10	10	7.08
Mexico	7.25	7.08	7	7.17	7.33	7.17	10	10	10	7.08
Mexico	7.58	7.75	7.42	7.5	7.5	7.5	8.67	8.67	10	7.42
Mexico	7.25	7.25	7.08	7.17	7.33	7.33	9.33	10	10	7.25
Mexico	7.08	7.33	7	7.33	7.08	7	10	10	10	7.17
Mexico	7.33	7.08	7.08	7.33	7.42	7.17	9.33	10	10	7.17
Mexico	7.17	7.17	6.92	7.25	7.33	7.08	10	10	10	7
Mexico	7.5	7.17	7	7.17	7.25	7.08	10	10	10	6.75
Mexico	7.17	7.08	7.08	7.08	7.5	7.33	9.33	10	10	7.33
Mexico	7.33	7.25	7	7.42	7.17	7.17	9.33	10	10	7.25
Mexico	7.17	7.33	7.08	7.58	7.33	7.08	10	9.33	10	7
Mexico	7.17	7.08	7	7.25	7.5	7	10	10	10	6.83
Mexico	7.58	7.08	7	7	7.5	6.92	10	10	10	6.67
Mexico	7.58	7.08	6.92	7.58	7.5	6.92	10	9.33	10	6.83
Mexico	7.25	7.08	7	7.17	7.17	7.08	10	10	10	7
Mexico	7.25	7.17	7.17	7.08	7.17	7	10	10	10	6.92
Mexico	7.33	7.25	7	7.08	7.08	7	10	10	10	7
Mexico	7.25	6.83	6.92	7.08	7.25	7.08	10	10	10	7.33
Mexico	7.42	7.25	6.83	7.58	7.17	6.58	10	10	10	6.83
Mexico	7.33	7.17	7	6.75	7.08	7	10	10	10	7.33
Mexico	6.92	7.17	7.17	7.17	7.08	7.08	10	10	10	7.08
Mexico	7.08	7	6.92	7.33	7.25	7.08	10	10	10	6.92
Mexico	7.25	6.92	6.92	7.33	7.25	7	10	10	10	6.92
Mexico	7.25	7.08	6.92	7.25	7.58	7.08	9.33	10	10	7
Mexico	7.25	7.33	7	7.25	7.17	7.17	9.33	10	10	7
Mexico	7	6.83	6.83	7.42	7.33	7.17	10	10	10	6.83
Mexico	7	7	6.83	7.33	7.42	6.92	10	10	10	6.83
Mexico	7.42	7.17	7.08	7.17	7.08	7.08	9.33	10	10	7
Mexico	7	7	6.92	7.17	7.17	7.08	10	10	10	6.92
Mexico	7.25	7.08	6.92	7.08	7.17	7.17	9.33	10	10	7.17
Mexico	7.17	6.92	6.92	7.08	7.17	7	10	10	10	6.92
Mexico	6.75	6.75	6.83	7.25	7.58	7.08	10	10	10	6.92
Mexico	7.33	7	6.92	7.25	7.33	7.08	9.33	10	10	6.83
Mexico	7.25	7.08	6.75	7.33	7.42	7	9.33	10	10	6.92
Mexico	7.17	7.25	7.25	7.17	7.25	7.08	9.33	9.33	10	7.25
Mexico	6.75	7.08	6.67	7.25	7.17	7.08	10	10	10	7
Mexico	7.5	7.17	6.92	7.5	7.25	7	8.67	10	10	7
Mexico	7.17	6.83	6.83	7.25	7.17	6.92	10	10	10	6.83
Mexico	7.33	7	6.75	7.08	7.17	7.25	9.33	10	10	7
Mexico	7.5	7	6.92	7.08	6.92	6.75	10	10	10	6.75
Mexico	7.25	6.83	6.83	7	7.17	7	10	10	10	6.67
Mexico	7.25	7.33	7.17	7.25	7.08	7	8.67	10	10	7
Mexico	7.67	7.17	6.83	7.33	7.58	7.17	9.33	10	8.67	7
Mexico	6.92	6.92	6.67	7.25	7.17	6.92	10	10	10	6.83
Mexico	7	7	6.75	7.33	6.92	6.92	10	10	10	6.67
Mexico	7.92	7.58	7.58	7.92	7.92	7.5	8	6.67	10	7.5
Mexico	7.25	6.75	6.92	6.92	7.25	7.58	9.33	9.33	10	7.17
Mexico	7.08	6.83	6.83	7	7	6.92	10	10	10	6.83
Mexico	7.25	7.17	7	6.83	7.58	7.08	8.67	10	10	6.92
Mexico	7.58	7.17	7	7.17	7.33	7	8	10	10	7.17
Mexico	7.25	7.25	7	7.5	7.33	7.42	8	9.33	10	7.75
Mexico	7.08	6.83	6.67	7.25	7.25	6.92	10	9.33	10	6.75
Mexico	7.25	7.33	7	7	7.25	7.08	10	10	8	7.08
Mexico	7.42	7.25	7	7	7.25	7.08	8	10	10	6.92
Mexico	7.17	6.75	6.58	6.75	6.83	6.75	10	10	10	6.67
Mexico	7.33	7	6.67	7	6.92	6.92	9.33	9.33	10	6.83
Mexico	7.08	7	7	7.25	7.33	7.25	8.67	8.67	10	6.92
Mexico	6.67	6.33	6.42	6.83	7	6.92	10	10	10	6.58
Mexico	7.17	6.58	6.58	7	7.25	6.58	9.33	9.33	10	6.58
Mexico	7.42	7	6.83	7.08	6.92	6.83	7.33	10	10	6.75
Mexico	7.08	6.83	6.83	7.17	7.17	7.08	10	7.33	10	6.58
Mexico	7.5	7.25	6.92	7	7.17	6.83	8	8	10	6.83
Mexico	7.17	6.92	6.67	6.83	7.25	7.75	10	6	10	6.58
Mexico	7.25	6.83	6.67	7.08	7.17	6.83	10	6.67	10	6.67
Mexico	7.17	7.17	6.83	7.17	7.42	6.67	8.67	7.33	10	6.75
Mexico	7	6.92	6.75	6.92	7.17	6.83	10	6.67	10	6.75
Mexico	7.08	6.75	6.58	7	7	6.75	8.67	8.67	10	6.42
Mexico	7.33	6.75	6.67	7.25	7.5	7	10	5.33	10	7
Mexico	7.08	7	6.83	7.5	7.33	6.83	8	7.33	10	6.75
Mexico	7	6.58	6.67	6.83	7.08	6.83	10	6.67	10	6.67
Mexico	6.92	6.42	6.17	7.33	7.25	6.75	10	6.67	10	6.5
Mexico	7.67	7	7.17	7.58	7.33	7.33	10	2.67	10	7.08
Mexico	7.08	7.08	6.92	7.08	6.92	6.92	8	8	8	6.92
Mexico	6.92	6.92	6.92	6.92	7.17	7	10	2.67	10	6.58
Mexico	6.5	6.67	6.42	7.17	7.33	6.5	8	6	10	6.42
Mexico	6.92	7	6.83	6.92	7.42	6.92	6	6	10	6.75
Mexico	7.08	6.83	6.25	7.42	7.25	6.75	10	0	10	6.75
Myanmar	7.33	7.58	7.5	7.42	7.33	7.33	10	10	10	7.33
Myanmar	7.25	7.42	7.25	7.5	7.33	7.33	10	10	10	7.42
Myanmar	7.17	7.42	7	7.58	7.33	7	10	10	10	7.42
Myanmar	6.92	7.5	7	7.58	7.5	7.08	10	10	10	7.17
Myanmar	7.17	7.33	7.17	7.42	7.25	7.08	10	10	10	7.08
Myanmar	8	7.08	7	7.33	7.08	6.92	10	10	10	6.83
Myanmar	7.42	7	7.08	7	7.17	7.33	10	10	10	7.25
Myanmar	7.17	7.33	7	7.42	7.17	7	10	10	10	6.92
Nicaragua	7.92	8.25	8	8.33	8	8.08	10	10	10	8
Nicaragua	7.83	7.58	7.58	7.83	7.75	7.67	10	10	10	8.5
Nicaragua	7.67	7.83	7.83	7.5	7.67	7.83	10	10	10	7.83
Nicaragua	7.67	7.75	7.67	7.67	7.83	7.58	10	10	10	7.5
Nicaragua	7.58	7.83	7.75	7.92	7.92	8.08	9.33	9.33	9.33	7.92
Nicaragua	7.5	7.5	7.33	7.42	7.5	7.42	10	10	10	7.5
Nicaragua	7.58	7.42	7.25	7.17	7.5	7.67	10	10	10	7.33
Nicaragua	7.58	7.5	7.25	7.25	7.5	7.25	10	10	10	7.33
Nicaragua	7.5	7.42	7.33	7.33	7.25	7.33	10	10	10	7.33
Nicaragua	7.08	7.5	7.33	7.17	7.42	7.25	10	10	10	7.5
Nicaragua	7.33	7.5	7.17	7.17	7.58	7.17	10	10	10	7.25
Nicaragua	7.33	7.33	7.33	7.42	7.33	7.33	10	10	10	7
Nicaragua	7.33	7.08	7.25	7	7.5	7.42	10	10	10	7.33
Nicaragua	7.25	7.25	7.17	7.25	7.33	7.25	10	10	10	7.25
Nicaragua	7.08	7.5	7	7.25	7.42	7	10	10	10	7.33
Nicaragua	7.08	6.92	7	7.25	7.5	7.25	10	10	10	7.25
Nicaragua	7.17	7.08	7.08	7.33	7.25	7.08	10	10	10	7.17
Nicaragua	7.25	7.17	6.92	7.25	7.17	7.25	10	10	10	7.08
Nicaragua	7.33	7.08	6.92	7.08	7.42	7.17	10	10	10	7
Nicaragua	6.83	7.17	7.17	6.92	7.5	7.08	10	10	10	7.17
Nicaragua	6.92	6.92	7	7.42	7.25	7	10	10	10	7
Nicaragua	7.17	7	6.92	7	7	7	10	10	10	6.75
Nicaragua	7.08	7	6.75	6.83	7.08	6.92	10	10	10	6.92
Nicaragua	6.83	7.08	6.92	6.75	7.25	7.08	10	10	10	6.67
Nicaragua	7.42	7	7	7.17	7.08	7	9.33	8.67	10	7.17
Nicaragua	7.25	6.58	6.33	6.25	6.42	6.08	6	6	6	6.17
Panama	8	8	7.92	8.08	7.83	8	10	10	10	8
Panama	8	7.75	7.83	7.83	7.67	8.58	10	10	10	7.83
Panama	7.42	7.42	7.5	7.58	7.5	7.75	10	10	10	7.58
Panama	7.25	7.33	7.17	7.33	7.33	7.17	10	10	10	7.17
Papua New Guinea	8.33	8.42	7.83	8.33	8	8.25	9.33	9.33	10	7.92
Peru	8.42	8.5	8.33	8.5	8.25	8.25	10	10	10	8.5
Peru	8	8	8	8.08	7.92	7.75	10	10	10	8
Peru	7.67	7.83	7.75	7.75	7.92	7.83	10	10	10	7.92
Peru	7.83	7.75	7.58	7.83	7.92	7.58	9.33	10	10	7.5
Peru	7.92	7.5	7.5	7.58	7.67	7.5	10	10	10	7.5
Peru	7.58	7.58	7.58	7.75	7.5	7.58	9.33	10	10	7.5
Peru	7.42	7.42	7.17	7.33	7.42	7.42	10	10	10	7.25
Peru	7	7.08	7	7.25	7.5	7.42	9.33	10	10	7.17
Peru	7.67	7.17	7.08	7.25	8	7.5	8.67	9.33	9.33	7
Peru	7.42	7.75	7.42	7.67	7.92	7.83	8.67	5.33	9.33	7.67
Philippines	7.58	7.58	7.67	7.58	7.5	7.5	10	10	10	7.5
Philippines	8.08	7.5	7.67	7.42	7.33	7.5	10	10	10	7.42
Philippines	7.08	7.33	7.42	7.33	7.33	7.5	10	10	10	7.33
Philippines	7.25	7.25	7.25	7.08	7.58	7.5	10	10	10	7.25
Philippines	6.83	6.5	6.5	6.92	6.75	7	9.33	10	9.33	6.67
Rwanda	7.83	7.92	7.75	7.83	7.75	7.75	9.33	9.33	9.33	8
Taiwan	8	8	8	8.25	8	8.17	10	10	10	8.17
Taiwan	8.08	8.17	7.75	8.08	7.75	7.83	10	10	10	8.42
Taiwan	7.67	7.83	8	7.58	8	7.92	10	10	10	7.92
Taiwan	7.92	7.58	7.83	7.83	7.83	7.83	10	10	10	8
Taiwan	8	7.92	7.75	7.75	7.75	7.75	10	10	10	7.75
Taiwan	7.83	7.83	7.75	8	7.5	7.75	10	10	10	7.75
Taiwan	7.92	7.75	7.75	7.67	7.67	7.83	10	10	10	7.67
Taiwan	7.58	7.67	7.67	7.67	7.75	7.83	10	10	10	7.92
Taiwan	7.83	7.75	7.83	7.75	7.83	7.75	9.33	10	10	7.83
Taiwan	7.75	7.75	7.58	7.75	7.75	7.67	10	10	10	7.67
Taiwan	8	7.92	7.92	7.92	7.67	7.33	10	10	10	7.17
Taiwan	7.75	7.67	7.5	7.75	7.75	7.67	10	10	10	7.75
Taiwan	7.67	7.75	7.67	7.75	7.42	7.75	10	10	10	7.83
Taiwan	7.67	7.67	7.58	7.58	7.67	7.83	10	10	10	7.75
Taiwan	7.5	7.67	7.33	7.92	7.83	7.67	10	10	10	7.75
Taiwan	7.75	7.75	7.75	7.75	7.5	7.58	10	10	10	7.5
Taiwan	7.58	7.58	7.17	7.17	7	7	10	10	10	10
Taiwan	7.67	7.67	7	7.08	7	7	10	10	10	10
Taiwan	7.67	7.5	7.5	7.5	7.67	7.83	10	10	10	7.58
Taiwan	7.92	7.83	7.75	7.58	7.5	7.33	10	10	10	7.33
Taiwan	7.83	7.92	7.5	7.83	7.67	7.25	9.33	10	10	7.75
Taiwan	7.75	7.75	7.5	7.5	7.5	7.5	10	10	10	7.58
Taiwan	7.92	7.92	7.83	7.58	7.33	7.25	10	10	10	7.17
Taiwan	7.17	7.83	7.25	7.67	7.67	7.58	10	10	10	7.75
Taiwan	7.5	7.58	7.67	7.33	7.5	7.75	10	10	10	7.58
Taiwan	7.83	7.67	7.33	7.67	7.58	7.67	9.33	10	10	7.67
Taiwan	8	7.83	7.83	7.42	7.25	7.25	10	10	10	7.08
